,Unnamed: 0,article_link,headline,is_sarcastic
1760,1760,https://politics.theonion.com/minnesota-braces-for-return-of-bachmanns-full-attention-1819590552,minnesota braces for return of bachmann's full attention,0
1761,1761,https://www.huffingtonpost.com/entry/donald-trump-apprentice-producer_us_5849e504e4b04c8e2baf082b,donald trump will produce upcoming 'celebrity apprentice',0
1762,1762,https://local.theonion.com/mentally-unbalanced-man-still-waiting-for-the-right-tru-1819579141,mentally unbalanced man still waiting for the right trump comment to incite him,0
1763,1763,https://www.huffingtonpost.com/entry/model-runs-with-bugaboo-stroller-in-bikini-cause-dont-all-moms_us_55b694c9e4b0a13f9d19a880,bugaboo stroller's 'unrealistic' ad causes controversy,1
1764,1764,https://www.theonion.com/wisconsin-has-crush-on-minnesota-1819566951,wisconsin has crush on minnesota,0
1765,1765,https://www.huffingtonpost.com/entry/american-apparel-dog-models_us_56fa8b0ee4b0143a9b493b16,these dog models might be the best thing about american apparel,0
1766,1766,https://www.theonion.com/powerball-super-fans-camping-out-before-the-big-drawing-1819590982,powerball super fans camping out before the big drawing dressed up as their favorite numbers,0
1767,1767,https://www.huffingtonpost.com/entry/dru-hill-change-new-song-baltimore_us_565c8102e4b072e9d1c276f3,dru hill calls for 'change' in hometown of baltimore,0
1768,1768,https://politics.theonion.com/mccain-campaign-nabs-top-obama-pun-writer-1819570127,mccain campaign nabs top obama pun writer,1
1769,1769,https://www.theonion.com/study-average-american-has-over-9-million-imagined-sex-1819576769,study: average american has over 9 million imagined sexual partners in lifetime,1
1770,1770,https://politics.theonion.com/bushs-approval-rating-of-other-americans-also-at-all-ti-1819568034,bush's approval rating of other americans also at all-time low,1
1771,1771,https://local.theonion.com/man-had-no-idea-cough-was-going-to-be-wet-one-1819579356,man had no idea cough was going to be wet one,1
1772,1772,https://www.theonion.com/skipping-out-on-friends-birthday-party-at-last-minute-c-1819573915,skipping out on friend's birthday party at last minute closest woman will ever come to feeling rush of heroin,1
1773,1773,https://www.huffingtonpost.com/entry/afriqiyah-airways-jet-hijacked_us_585d0334e4b0d9a59457ecf7,passengers freed from hijacked plane that landed in malta,1
1774,1774,https://www.theonion.com/bob-dole-makes-car-and-driver-10-best-list-1819563881,bob dole makes car and driver 10 best list,0
1775,1775,https://www.theonion.com/staff-of-new-thai-restaurant-desperately-hoping-area-co-1819574510,staff of new thai restaurant desperately hoping area couple will try eating there sometime,1
1776,1776,https://politics.theonion.com/trump-staffer-grateful-to-work-with-so-many-people-he-c-1819579633,trump staffer grateful to work with so many people he could turn over to fbi in exchange for immunity,1
1777,1777,https://www.huffingtonpost.com/entry/the-gulf-crisis-fake-news-shines-spotlight-on-psychological_us_596c4664e4b022bb9372b2f6,the gulf crisis: fake news shines spotlight on psychological warfare,0
1778,1778,https://www.theonion.com/cosmopolitan-releases-5-sexy-helen-gurley-brown-obituar-1819590796,cosmopolitan releases 5 sexy helen gurley brown obituaries to drive your man wild,1
1779,1779,https://www.theonion.com/breaking-can-anyone-ever-truly-know-anything-what-is-1819574855,breaking: can anyone ever truly know anything? what is the truth?,0
1780,1780,https://politics.theonion.com/giuliani-spotted-sleeping-on-new-york-city-subway-1819569898,giuliani spotted sleeping on new york city subway,0
1781,1781,https://www.huffingtonpost.com/entry/sridevi-kapoor-dead-bollywood-actress_us_5a926100e4b0ee6416a3f35c,bollywood superstar sridevi dies at 54 of cardiac arrest,0
1782,1782,https://www.huffingtonpost.comhttp://pubx.ch/1MsqqmJ,florida man sentenced for running over ducks with lawnmower,1
1783,1783,https://www.huffingtonpost.com/entry/darla-moore_b_5794110.html,darla moore,0
1784,1784,https://www.huffingtonpost.com/entry/how-the-giants-collapsed_b_5561448.html,how the giants collapsed,0
1785,1785,https://local.theonion.com/first-day-of-school-photos-a-chance-to-see-how-much-cou-1819576890,first day of school photos a chance to see how much cousin's kids are chunking out this year,0
1786,1786,https://www.theonion.com/data-entry-clerk-reapplies-carmex-at-17-minute-interval-1819586637,data-entry clerk reapplies carmex at 17-minute intervals,1
1787,1787,https://politics.theonion.com/trump-administration-announces-new-20-bill-design-hono-1819580258,trump administration announces new $20 bill design honoring harriet tubman's owners,0
1788,1788,https://www.huffingtonpost.com/entry/cosmo-hands-list-things-that-men-like_n_5201138.html,"ladies, let 1970 cosmo tell you 'things to do with your hands that men like'",0
1789,1789,https://www.huffingtonpost.com/entry/elsa-once-upon-a-time_n_5599070.html,first look at the new queen elsa from 'once upon a time',1
1790,1790,https://www.theonion.com/area-priest-to-get-out-of-priesthood-as-soon-as-parents-1819567224,area priest to get out of priesthood as soon as parents die,1
1791,1791,https://www.theonion.com/innovative-fat-man-combines-waffles-with-ice-cream-1819564487,innovative fat man combines waffles with ice cream,1
1792,1792,https://www.huffingtonpost.com/entry/mariah-carey_us_5649155ee4b045bf3defa43b,25 times mariah carey proved she's one glamorous mom,0
1793,1793,https://www.huffingtonpost.com/entry/spain-christmas-lottery_us_5a3d6b33e4b025f99e170a98,the world's largest lottery has just drawn its winners,0
1794,1794,https://www.huffingtonpost.com/entry/iran-deal-within-one-vote-of-being-veto-proof_us_55e5e3d0e4b0c818f61948c5,obama within one vote of victory on iran deal,0
1795,1795,https://www.theonion.com/herpetologist-names-son-after-famous-herpetologist-1819567355,herpetologist names son after famous herpetologist,1
1796,1796,https://www.huffingtonpost.com/entry/hunger-games-mockingjay-reviews_n_6136742.html,the first reviews of 'mockingjay' are here,0
1797,1797,https://www.huffingtonpost.com/entry/hobby-lobby-viagra_n_5543916.html,hobby lobby still covers vasectomies and viagra,1
1798,1798,https://www.huffingtonpost.com/entry/a-good-news-story-about-i_b_12078892.html,a good news story about 'imperfect' pregnancy,0
1799,1799,https://www.huffingtonpost.com/entry/dan-page-st-louis-police-officer_n_5702000.html,cop in ferguson suspended for video of bigoted views,0
1800,1800,https://www.huffingtonpost.com/entry/dear-critical-white-scholar-and-colleague_us_59347797e4b00573ab57a4aa,dear critical white scholar and colleague:,0
1801,1801,https://www.huffingtonpost.com/entry/the-time-i-came-out-to-my-grandmother-and-she-didnt_us_580cbe15e4b0b1bd89fdb441,the time i came out to my grandmother and she didn't die,0
1802,1802,https://www.theonion.com/ecosystem-sobered-by-how-young-species-was-when-it-went-1819579215,ecosystem sobered by how young species was when it went extinct,1
1803,1803,https://www.theonion.com/supreme-ruler-of-laundry-room-moves-load-of-clothes-fro-1819577680,supreme ruler of laundry room moves load of clothes from washer to top of washer,1
1804,1804,https://local.theonion.com/15-year-old-girl-viciously-torn-apart-by-rabid-pack-of-1819572779,15-year-old girl viciously torn apart by rabid pack of peers,1
1805,1805,https://www.huffingtonpost.com/entry/adam-smith-vs-ayn-rand_b_7482620.html,adam smith vs. ayn rand,0
1806,1806,https://www.theonion.com/pope-francis-spotted-sunbathing-nude-in-st-peter-s-squ-1819579717,pope francis spotted sunbathing nude in st. peter's square,1
1807,1807,https://www.huffingtonpost.com/entry/trump-israel-trip_us_591dae65e4b03b485caf4045,trump's wavering promises and scandals complicate israel trip,0
1808,1808,https://www.huffingtonpost.com/entry/ben-carson-the-purge_us_5a7aa3dee4b07af4e81f1ad7,ben carson has a weirdly specific vision of how 'the purge' could turn real,0
1809,1809,https://www.huffingtonpost.com/entry/deshawnda-bradley-blackli_b_6775354.html,"deshawnda bradley, #blacklivesmatter and the reminder that self-definition is essential to our survival",0
1810,1810,https://www.huffingtonpost.com/entry/putin-erdogan-and-orban-b_b_5672236.html,"putin, erdogan and orban: band of brothers?",0
1811,1811,https://politics.theonion.com/dnc-files-lawsuit-alleging-nation-should-never-ever-st-1825424101,"dnc files lawsuit alleging nation should never, ever stop focusing on 2016 election",0
1812,1812,https://www.huffingtonpost.com/entry/investigating-abuses-at-u_b_5488195.html,investigating abuses at unlicensed religious homes for troubled kids,0
1813,1813,https://www.theonion.com/catholic-teens-still-coming-down-after-excitement-of-wo-1819566519,catholic teens still coming down after excitement of world youth day,1
1814,1814,https://www.huffingtonpost.comhttp://www.theguardian.com/business/economics-blog/2015/sep/06/america-decline-in-wages-can-be-traced-from-the-george-w-bush-era,america's decline in wages can be traced to george w. bush era,1
1815,1815,https://www.huffingtonpost.com/entry/family-dogs-letter-to-his-boy_b_5237154.html,a family dog's letter to his boy,0
1816,1816,https://entertainment.theonion.com/beyonce-quickly-releases-new-song-about-how-buying-tida-1819578820,beyoncé quickly releases new song about how buying tidal subscription most empowering thing a woman can do,0
1817,1817,https://local.theonion.com/woman-injured-in-hostile-makeover-1819564268,woman injured in hostile makeover,1
1818,1818,https://www.huffingtonpost.com/entry/chris-cuomo-reza-aslan-tone-muslims_n_5928464.html,cnn's chris cuomo says reza aslan's 'tone' shows why people are 'fearful' of islam,0
1819,1819,https://www.huffingtonpost.com/entry/gratitude-for-my-pain_b_6840398.html,gratitude for my pain,0
1820,1820,https://www.huffingtonpost.com/entry/benefits-of-imagination_n_5508760.html,5 reasons you should let your mind wander,0
1821,1821,https://www.theonion.com/congress-raises-livestock-minimum-wage-to-6-50-per-hou-1819573595,congress raises livestock minimum wage to $6.50 per hour,1
1822,1822,https://www.huffingtonpost.com/entry/tom-atwood-photo-book_us_58c9749ce4b0cb7d28ce2eae,photographer captures private moments of lgbtq icons in stunning color,0
1823,1823,https://entertainment.theonion.com/directors-commentary-for-one-night-at-mccools-trails-of-1819566668,director's commentary for one night at mccool's trails off after 20 minutes,1
1824,1824,https://www.huffingtonpost.com/entry/air-flight-bomb-scare-kenya_us_56765b20e4b0b958f656fc68,air france flight forced to land in kenya over bomb scare,0
1825,1825,https://www.theonion.com/araa-kayboard-bustad-1819564086,araa kayboard bustad,0
1826,1826,https://www.huffingtonpost.com/entry/post-rachel-what-rachel-dolezal-taught-us-about-race_b_7624166.html,post-rachel: what rachel dolezal taught us about race,0
1827,1827,https://www.huffingtonpost.com/entry/dont-believe-the-derrick-rose-hype_us_56cdffa3e4b0ec6725e4d164,don't believe the derrick rose hype,0
1828,1828,https://www.huffingtonpost.com/entry/hating-refugees-america_us_564c8fdbe4b06037734bc8a0,hating refugees is pretty much as american as apple pie,0
1829,1829,https://politics.theonion.com/trump-we-will-fight-in-afghanistan-until-victorious-1819580183,"trump: 'we will fight in afghanistan until victorious, or i change my mind, get distracted, look bad, or get bored'",1
1830,1830,https://www.theonion.com/report-middle-class-running-dangerously-low-on-things-1819576786,report: middle class running dangerously low on things to be squeezed out of,1
1831,1831,https://www.huffingtonpost.com/entry/gq-makes-hilarious-mistakes-with-cover-of-their-annual-comedy-issue_us_5afda8aee4b0779345d6f952,gq expertly spoofs vanity fair with their annual comedy issue cover,0
1832,1832,https://www.huffingtonpost.com/entry/jane-fonda-has-no-time-for-megyn-kellys-questions-about-plastic-surgery_us_59cbcf95e4b053a9c2f5b875,jane fonda has no time for megyn kelly's questions about plastic surgery,1
1833,1833,https://www.theonion.com/pope-francis-carves-roast-cherub-for-vatican-christmas-1819579497,pope francis carves roast cherub for vatican christmas dinner,1
1834,1834,https://politics.theonion.com/least-corrupt-politician-in-illinois-history-sentenced-1819590520,least corrupt politician in illinois history sentenced to 14 years in prison,0
1835,1835,https://www.huffingtonpost.com/entry/pres-trumps-foolish-fema-budget-cuts-emergency_us_59a31222e4b0cb7715bfd6ab,hurricane harvey should be a wake-up call to trump's disaster relief budget,0
1836,1836,https://www.theonion.com/sitcom-resorts-to-wizard-of-oz-themed-fantasy-episode-1819565999,sitcom resorts to wizard of oz-themed fantasy episode,1
1837,1837,https://www.theonion.com/ice-agents-hurl-pregnant-immigrant-over-mexican-border-1822307567,ice agents hurl pregnant immigrant over mexican border to prevent birth on u.s. soil,0
1838,1838,https://www.huffingtonpost.com/entry/trump-super-pac-girl-roy-moore_us_5a2e9698e4b0a290f05255a9,trump super pac gets 12-year-old girl to interview roy moore,0
1839,1839,https://www.theonion.com/scott-bakula-jumps-into-mccains-body-just-before-electi-1819570276,scott bakula jumps into mccain's body just before election,1
1840,1840,https://www.huffingtonpost.com/entry/trademarks-show-amazon-has-sights-on-meal-kits-single_us_596d3159e4b07f87578e6b4c,"trademarks show amazon has sights on meal-kits, 'single cow burgers' and other fast food options",1
1841,1841,https://www.huffingtonpost.comhttp://thinkprogress.org/climate/2016/01/19/3740829/ursula-k-le-guin-oregon-lte/,novelist obliterates the bundy militia — and oregon's largest newspaper — in 194 words,0
1842,1842,https://www.huffingtonpost.com/entry/chinese-human-rights-activist-wu-gan-prison_us_5a43bf6fe4b06d1621b653cd,chinese human rights activist wu gan sentenced to 8 years in prison,1
1843,1843,https://www.huffingtonpost.com/entry/the-seductive-illusion-of_1_b_10644670.html,the seductive illusion of power,0
1844,1844,https://www.huffingtonpost.com/entry/workplace-stress-mental-health_us_56c4e753e4b0b40245c8e017,how business leaders can help foster mental health in the workplace,0
1845,1845,https://www.huffingtonpost.com/entry/enda-the-nightmare-scenario_b_5587459.html,enda: the nightmare scenario in which gopers push a bad bill that gay groups dropped,1
1846,1846,https://www.huffingtonpost.com/entry/bernie-sanders-james-comey_us_587b8d67e4b0b3c7a7b1ce35,bernie sanders: 'it would not be a bad thing' if fbi director james comey resigned,0
1847,1847,https://local.theonion.com/ex-wife-divorce-lawyer-killed-as-model-train-careens-o-1819570938,"ex-wife, divorce lawyer killed as model train careens off tracks",0
1848,1848,https://www.huffingtonpost.com/entry/the-tools-my-father-gave-me_b_5488435.html,the tools my father gave me,0
1849,1849,https://www.theonion.com/garden-too-much-for-grandma-this-summer-1819567870,garden too much for grandma this summer,1
1850,1850,https://politics.theonion.com/bounced-joe-biden-check-still-taped-up-in-delaware-liqu-1819590023,bounced joe biden check still taped up in delaware liquor store,1
1851,1851,https://www.huffingtonpost.com/entry/why-fashion-should-be-on-_b_5857162.html,why fashion should be on the climate change agenda,0
1852,1852,https://www.theonion.com/hanukkah-decorations-being-defaced-earlier-every-year-1819568097,hanukkah decorations being defaced earlier every year,1
1853,1853,https://www.huffingtonpost.com/entry/colbert-fcc-homophobic-trump-joke_us_590dbe5fe4b0104c734f534a,stephen colbert to face fcc investigation over 'homophobic' donald trump joke,0
1854,1854,https://www.huffingtonpost.com/entry/mystery-toilet-flusher-video_us_5a707561e4b05836a2568ad7,mystery toilet flusher turns out to be something pretty scary,1
1855,1855,https://www.huffingtonpost.com/entry/down-the-rabbit-hole-a-ta_b_5949834.html,down the rabbit hole: a tale of suicide and macaroni,0
1856,1856,https://www.theonion.com/perfect-attendance-credited-to-abusive-household-1819568336,perfect attendance credited to abusive household,1
1857,1857,https://www.theonion.com/money-continues-to-pour-in-to-some-undesignated-far-off-1819565191,money continues to pour in to some undesignated far-off point somewhere,1
1858,1858,https://politics.theonion.com/nation-clinging-desperately-to-brief-inspirational-mome-1819578938,nation clinging desperately to brief inspirational moment before being thrust back into raging election maelstrom,1
1859,1859,https://www.huffingtonpost.com/entry/trump-nobel-peace-prize_us_5ae95c96e4b022f71a031ac3,there's virtually no way trump could win the nobel prize this year for north korea,0
1860,1860,https://www.huffingtonpost.com/entry/jon-favreau-star-wars-series_us_5aa1741fe4b002df2c620689,jon favreau tapped to write and produce live-action 'star wars' series,0
1861,1861,https://local.theonion.com/man-filming-childbirth-picks-up-some-b-roll-of-wife-s-v-1825241771,man filming childbirth picks up some b-roll of wife's vagina while waiting for baby to crown,1
1862,1862,https://www.theonion.com/area-man-regrets-investing-in-facebook-1819573789,area man regrets investing in facebook,1
1863,1863,https://www.huffingtonpost.com/entry/9-things-to-consider-to-make-the-most-out-of-your-high_us_579e44a3e4b07066ba1f2388,9 things to make the most out of your high school senior year,0
1864,1864,https://www.huffingtonpost.com/entry/shes-our-heart-and-we-want-her-home-missing-louisiana-teens-sister_us_592d8663e4b0df57cbfd79a7,missing louisiana teen's sister: 'she is our heart and we want her home',0
1865,1865,https://www.huffingtonpost.com/entry/bishop-angaelos-forgives-isis_n_6725726.html,why this coptic christian bishop is willing to forgive isis,0
1866,1866,https://politics.theonion.com/kerry-vows-to-raise-wifes-taxes-1819567525,kerry vows to raise wife's taxes,1
1867,1867,https://www.huffingtonpost.com/entry/catholic-diocese-pennsylvania-abusers-list_us_5ac7eee1e4b09d0a1193cecc,"pennsylvania diocese releases names of 51 clergy, laypeople accused of misconduct",0
1868,1868,https://politics.theonion.com/congress-spotted-leaving-gay-nightclub-1819572780,congress spotted leaving gay nightclub,0
1869,1869,https://www.huffingtonpost.com/entry/peter-facinelli-jaimie-al_0_n_6901254.html,peter facinelli & jaimie alexander are engaged,0
1870,1870,https://www.huffingtonpost.com/entry/congress-criminal-justice-reform_us_55b0e714e4b07af29d578f5d,congress may actually do something on criminal justice reform,0
1871,1871,https://www.huffingtonpost.com/entry/vampire-bat-in-mouth_us_577144dbe4b0f168323a2911,activist puts two vampire bats in his mouth ... because?,0
1872,1872,https://www.huffingtonpost.com/entry/i-wish-for-my-daughter_us_5987aa37e4b00833d1de2928,what i wish for my daughter,0
1873,1873,https://local.theonion.com/man-wishes-there-wasnt-so-much-blank-room-on-anniversar-1819577021,man wishes there wasn't so much blank room on anniversary card,1
1874,1874,https://local.theonion.com/mental-hospital-fire-leaves-hundreds-of-demons-homeless-1819564154,mental hospital fire leaves hundreds of demons homeless,0
1875,1875,https://www.huffingtonpost.com/entry/michigan-supreme-court-jill-stein-recount_us_584c20e5e4b0bd9c3dfd1458,michigan supreme court slams the door on jill stein's recount case,0
1876,1876,https://www.huffingtonpost.com/entry/who-really-knows-why-the-dying-grandma-shredded-all-her-money_us_5640dd26e4b0b24aee4b1b57,why did the dying grandma shred $1 million?,0
1877,1877,https://local.theonion.com/man-regrets-straying-from-sour-cream-and-onion-potato-c-1819576654,man regrets straying from sour cream and onion potato chips,1
1878,1878,https://www.huffingtonpost.com/entry/queen-of-soul-commands-in-philly_b_6396768.html,queen of soul commands in philly,1
1879,1879,https://www.huffingtonpost.com/entry/new-york-times-donald-trump_us_5acdec11e4b0259339df1795,nyt editorial board unloads on trump: 'the law is coming',0
1880,1880,https://www.theonion.com/philip-morris-releases-new-single-puff-marlboro-minis-1826222313,philip morris releases new single-puff marlboro minis,1
1881,1881,https://www.huffingtonpost.com/entry/friedrichs-v-the-california-teachers-association_us_562a7847e4b0aac0b8fcd9ee,this supreme court case could significantly weaken teachers unions,0
1882,1882,https://www.huffingtonpost.com/entry/marco-rubio-senate_us_5761a7eae4b05e4be8609a7b,marco rubio decides to run for senate again,0
1883,1883,https://www.theonion.com/po-boy-12-1819587883,po' boy $12,0
1884,1884,https://www.huffingtonpost.com/entry/michael-douglas-says-his-father-kirk-once-thought-he-was-a-terrible-actor_us_57d15bade4b00642712ba235,michael douglas says his father kirk once thought he was a 'terrible' actor,0
1885,1885,https://www.huffingtonpost.com/entry/why-credit-card-points-ar_b_6401630.html,why credit card points aren't the new miles,0
1886,1886,https://local.theonion.com/study-finds-average-american-hopes-no-one-saw-that-12-t-1819579802,study finds average american hopes no one saw that 12 times per day,1
1887,1887,https://www.huffingtonpost.com/entry/11-miserable-situations-parents-know-all-too-well_us_56006092e4b08820d919b35a,11 miserable situations parents know all too well,1
1888,1888,https://www.huffingtonpost.com/entry/iraq-be-careful-how-you-m_b_5517884.html,iraq: be careful how you mess with the sunni world,0
1889,1889,https://www.theonion.com/apple-user-acting-like-his-dad-just-died-1819573015,apple user acting like his dad just died,1
1890,1890,https://www.theonion.com/audubon-society-revokes-black-capped-chickadee-s-member-1819579795,audubon society revokes black-capped chickadee's membership after species fails to pay dues,1
1891,1891,https://www.huffingtonpost.com/entry/facebook-in-real-life-politics_us_57bc8ed8e4b029a9a467a773,facebook in real life: politics,0
1892,1892,https://www.huffingtonpost.com/entry/samantha-bee-trump-roast_us_59054eb8e4b02655f83e0206,samantha bee rounds up comedians for the ultimate roast of donald trump,0
1893,1893,https://www.theonion.com/report-everything-made-in-sweatshops-1819568562,report: everything made in sweatshops,1
1894,1894,https://www.huffingtonpost.com/entry/the-centers-mike-thompson_b_6118958.html,"the center's mike thompson says 'p.s., i love you because...'",0
1895,1895,https://www.huffingtonpost.com/entry/end-of-life-care_n_5837374.html,why dying in america is harder than it has to be,0
1896,1896,https://www.huffingtonpost.com/entry/prince-george-australia_n_5211916.html,prince george really doesn't want to leave australia,0
1897,1897,https://www.huffingtonpost.comhttp://www.haaretz.com/opinion/.premium-1.665148,why hillary clinton is moving left on every issue except israel - opinion,1
1898,1898,https://www.theonion.com/tooth-fairy-helps-self-to-more-teeth-1819587648,tooth fairy helps self to more teeth,1
1899,1899,https://politics.theonion.com/fist-pumping-jared-kushner-leaves-jerusalem-embassy-ref-1826048082,fist-pumping jared kushner leaves jerusalem embassy refreshed and ready to solve next global crisis,1
1900,1900,https://politics.theonion.com/report-things-finally-as-bad-as-trump-claims-1819579432,report: things finally as bad as trump claims,0
1901,1901,https://www.huffingtonpost.com/entry/high-school-football-evan-murray-death-ruled-accident_us_560a9463e4b0768126ff15e5,death of high school quarterback evan murray ruled an accident,0
1902,1902,https://www.huffingtonpost.com/entry/george-w-and-ron-paul_b_6714806.html,george w and ron paul,0
1903,1903,https://www.huffingtonpost.com/entry/95-year-old-uses-lottery-winnings-to-enter-21st-century_us_57ac9101e4b0db3be07d60f7,95-year-old woman uses lottery winnings to join 21st century,0
1904,1904,https://www.huffingtonpost.com/entry/microsoft-presidential-election-bing_us_56686116e4b080eddf56761a,microsoft is trying to predict the next president,0
1905,1905,https://www.theonion.com/hertz-introduces-short-term-rental-for-just-driving-aro-1819571749,hertz introduces short-term rental for just driving around to clear head,1
1906,1906,https://entertainment.theonion.com/second-nintendo-controller-sits-unused-1819586687,second nintendo controller sits unused,1
1907,1907,https://politics.theonion.com/ted-cruz-opens-up-to-town-hall-audience-about-early-day-1819578726,ted cruz opens up to town hall audience about early days as larva feeding on porcupine carcass,1
1908,1908,https://www.huffingtonpost.com/entry/designers-thank-you-michelle-obama_us_5880dfb3e4b0e3a735676533,designers handwrite the words we all wish we could say to flotus,0
1909,1909,https://www.theonion.com/norad-takes-area-vagina-to-femstat-3-1819586320,norad takes area vagina to femstat 3,1
1910,1910,https://www.huffingtonpost.com/entry/how-to-improve-your-peopl_b_5644281.html,how to improve your people skills,0
1911,1911,https://www.huffingtonpost.com/entry/the-one-thing-youre-forgetting-to-bring-to-thanksgiving-dinner_us_5a04781be4b03deac08bbfde,the one thing you're forgetting to bring to thanksgiving dinner,0
1912,1912,https://www.theonion.com/no-way-to-prevent-this-says-only-nation-where-this-r-1823016659,"'no way to prevent this,' says only nation where this regularly happens",1
1913,1913,https://www.huffingtonpost.com/entry/how-to-grill-vegetables_b_5589207.html,how to grill vegetables,0
1914,1914,https://www.theonion.com/is-your-privacy-being-violated-an-exclusive-hidden-cam-1819586481,is your privacy being violated? an exclusive hidden-camera investigation,0
1915,1915,https://www.huffingtonpost.com/entry/souls-of-wisdom_b_5704207.html,souls of wisdom,1
1916,1916,https://www.theonion.com/sound-of-childrens-laughter-music-to-disney-focus-group-1819568418,sound of children's laughter music to disney focus-group leader's ears,1
1917,1917,https://local.theonion.com/coworker-with-fluorescent-bike-vest-treats-office-to-fu-1819574784,coworker with fluorescent bike vest treats office to futuristic light show on way to desk,1
1918,1918,https://www.huffingtonpost.com/entry/fire-french-bar-dead_us_57a57a3de4b03ba680127f4f,13 dead and 6 injured after blaze breaks out in french bar,0
1919,1919,https://www.huffingtonpost.com/entry/well-past-second-changes-the-nfl-still-doesnt-get-it-on-domestic-violence_b_7004648.html,well past second chances: the nfl still doesn't get it on domestic violence,0
1920,1920,https://www.theonion.com/cockatiel-cant-take-a-punch-1819587178,cockatiel can't take a punch,0
1921,1921,https://www.huffingtonpost.com/entry/helping-ukraine-how_b_5268913.html,helping ukraine: how?,0
1922,1922,https://local.theonion.com/man-sentenced-to-3-months-probation-for-17th-degree-mur-1819569395,man sentenced to 3 months probation for 17th-degree murder,1
1923,1923,https://www.huffingtonpost.com/entry/surfer-angel-guido-shaffe_n_6773466.html,brazilian 'surfer angel' considered for sainthood,1
1924,1924,https://entertainment.theonion.com/dc-executive-worried-batgirl-script-not-interesting-eno-1819579810,"dc executive worried batgirl script not interesting enough to be movie, 3 more movies, 2028 reboot and 4 more movies",1
1925,1925,https://www.huffingtonpost.com/entry/homeless-seniors_b_5285631.html,what it's like to be suddenly poor and homeless at 70,0
1926,1926,https://www.huffingtonpost.com/entry/first-chapter-harper-lees-go-set-a-watchman-has-arrived-early_us_559fd01ee4b01c2162a64b73,"the first chapter of harper lee's 'go set a watchman' has arrived, and readers are thrilled",0
1927,1927,https://www.theonion.com/boilermakers-protest-purdues-mascot-1819567560,boilermakers protest purdue's mascot,0
1928,1928,https://www.theonion.com/school-janitors-summer-as-human-already-a-distant-memor-1819573805,school janitor's summer as human already a distant memory,1
1929,1929,https://www.huffingtonpost.com/entry/donald-trump-the-second-half-podcast_us_56723256e4b0648fe302434e,remember that time donald trump almost bought an nfl team?,0
1930,1930,https://www.theonion.com/report-all-the-good-stuff-costs-like-200-bucks-1819571490,"report: all the good stuff costs, like, 200 bucks",1
1931,1931,https://www.theonion.com/jeremy-piven-outraged-microsoft-word-doesnt-recognize-h-1819588591,jeremy piven outraged microsoft word doesn't recognize his name,1
1932,1932,https://www.huffingtonpost.com/entry/low-sex-drive-_b_5242509.html,why there's absolutely nothing wrong with celibacy,0
1933,1933,https://local.theonion.com/boss-born-in-1991-1819591207,boss born in 1991,1
1934,1934,https://www.theonion.com/study-average-person-s-enjoyment-of-vacation-drops-36-1819579097,study: average person's enjoyment of vacation drops 36% for each additional family member present,1
1935,1935,https://www.huffingtonpost.com/entry/i-wish-i-could-borrow-someone-elses-heart-while-mine_us_59a1e3a8e4b0a62d0987afc3,i wish i could borrow someone else's heart while mine heals,0
1936,1936,https://www.huffingtonpost.com/entry/valerie-harper-health_us_55be3365e4b06363d5a27e7f,valerie harper gives fans health update following hospitalization,0
1937,1937,https://www.theonion.com/seventh-grade-biology-class-grossed-out-at-having-to-di-1819575809,seventh-grade biology class grossed out at having to dissect horse,1
1938,1938,https://www.huffingtonpost.com/entry/two-years-after-sandy-addressing-the-emotional-needs-of-survivors_b_6023932.html,two years after sandy: addressing the emotional needs of survivors,0
1939,1939,https://www.huffingtonpost.com/entry/critiquing-democratic-res_b_13566226.html,"critiquing democratic responses to the 2016 election- part i, the problem lies with working class voters themselves",0
1940,1940,https://www.huffingtonpost.com/entry/tools-for-parents-that-should-have-been-invented-already_b_5334570.html,10 tools for parents that should have been invented already,0
1941,1941,https://www.theonion.com/bengal-tigers-habitat-down-to-studio-apartment-in-jaip-1819591120,"bengal tigers' habitat down to studio apartment in jaipur, india",1
1942,1942,https://www.huffingtonpost.com/entry/if-the-culture-fitswhat-z_b_5429981.html,if the culture fits... what zappos and other employers look for in new hires,0
1943,1943,https://www.huffingtonpost.com/entry/self-discovery_n_5351092.html,the importance of staring out the window,0
1944,1944,https://www.huffingtonpost.com/entry/these-5-decisions-define_b_5425744.html,these 5 decisions define you as an entrepreneur,0
1945,1945,https://www.huffingtonpost.com/entry/woman-online-sara-schaefer_us_58ae0d84e4b057efdce8c595,"finally, a web series that navigates the horrors of being a 'woman online'",0
1946,1946,https://www.theonion.com/report-national-average-now-604-1819575565,report: national average now 604,1
1947,1947,https://entertainment.theonion.com/area-man-busts-his-ass-all-day-and-for-what-1819564788,"area man busts his ass all day, and for what?",1
1948,1948,https://www.huffingtonpost.com/entry/hamilton-music-money_us_5713baeae4b0060ccda38521,america's 'hamilton' obsession is officially shaping the future of money,0
1949,1949,https://www.huffingtonpost.com/entry/vacation-without-a-guidebook_n_6042084.html,how to take your dream vacation without a guidebook or expensive cell charges,1
1950,1950,https://www.theonion.com/no-no-dear-god-no-mumbles-powerball-presenter-afte-1819580211,"'no, no, dear god no,' mumbles powerball presenter after drawing pitch-black ball",0
